transaction_id,from_account,to_account,amount,timestamp,channel,device_id,ip_address,is_incoming,is_fraud,account_id,from_account_created_date,account_age_days,tx_hour,tx_dayofweek,is_new_beneficiary,prev_timestamp,last_tx_interval_seconds,rolling_tx_count_5,rolling_tx_sum_5,rolling_tx_mean_5,tx_count_last_1d
tx_8097,acc_304,merch_15,697.8,2025-07-18 10:21:07.240169,ATM,dev_304_0,163.91.169.53,0,0,acc_304,2025-05-24 05:27:22.492959,55,10,4,1,2025-07-13 04:16:50.240169,453857.0,5.0,2804.68,560.9359999999999,1
tx_8799,acc_331,acc_214,385.62,2025-07-18 10:24:47.240169,UPI,dev_331_1,109.140.26.173,0,0,acc_331,2025-01-17 20:22:48.581706,181,10,4,1,2025-07-17 20:43:38.240169,49269.0,5.0,1874.48,374.896,0
tx_8743,acc_329,acc_242,406.23,2025-07-18 10:24:56.240169,API,dev_329_0,178.29.157.99,0,0,acc_329,2025-08-30 18:15:32.210440,-44,10,4,1,2025-07-14 10:33:57.240169,345059.0,3.0,1039.77,346.59,0
tx_10634,acc_398,merch_8,158.42,2025-07-18 10:25:31.240169,ATM,dev_398_1,128.138.171.118,0,0,acc_398,2024-10-19 19:36:27.817018,271,10,4,1,2025-07-06 08:22:39.240169,1044172.0,5.0,2434.64,486.928,0
tx_9547,acc_358,acc_299,63.06,2025-07-18 10:33:40.240169,API,dev_358_0,11.185.100.199,0,0,acc_358,2023-11-07 12:43:41.174062,618,10,4,1,2025-07-13 17:14:19.240169,407961.0,4.0,1155.1299999999999,288.78249999999997,1
tx_11611,acc_436,acc_452,750.63,2025-07-18 10:52:26.240169,API,dev_436_0,157.50.130.181,0,0,acc_436,2023-12-23 04:09:36.906948,573,10,4,1,2025-07-14 11:48:00,342266.240169,5.0,2246.6800000000003,449.33600000000007,0
tx_11418,acc_428,acc_95,782.54,2025-07-18 10:55:25.240169,mobile_app,dev_428_0,106.30.196.117,0,0,acc_428,2025-02-07 12:52:42.669596,160,10,4,1,2025-07-17 14:03:29.240169,75116.0,4.0,1676.54,419.135,0
tx_11536,acc_433,merch_52,646.61,2025-07-18 11:08:26.240169,internet,dev_433_0,95.119.41.4,0,0,acc_433,2023-11-03 10:20:16.515440,623,11,4,1,2025-07-15 21:14:18.240169,222848.0,5.0,2735.85,547.17,0
tx_7166,acc_270,acc_443,780.49,2025-07-18 11:08:52.240169,ATM,dev_270_0,188.177.202.148,0,0,acc_270,2023-11-13 21:17:19.102604,612,11,4,1,2025-07-18 07:01:00,14872.240169,5.0,2236.63,447.326,0
tx_5172,acc_195,acc_174,5.55,2025-07-18 11:17:54.240169,UPI,dev_195_0,173.57.96.44,0,0,acc_195,2025-04-02 02:08:46.867455,107,11,4,1,2025-07-16 04:56:39.240169,195675.0,5.0,2179.9500000000003,435.99000000000007,0
tx_12586,acc_471,merch_15,268.98,2025-07-18 11:31:24.240169,UPI,dev_471_0,36.79.171.225,0,0,acc_471,2025-01-30 06:43:42.874423,169,11,4,1,2025-07-14 21:38:49.240169,309155.0,5.0,1653.6,330.71999999999997,1
tx_2435,acc_90,acc_482,337.21,2025-07-18 11:32:55.240169,ATM,dev_90_1,63.181.195.181,0,0,acc_90,2024-12-18 22:15:57.624468,211,11,4,1,2025-07-16 00:20:09.240169,213166.0,5.0,2366.35,473.27,1
tx_10032,acc_376,merch_68,327.22,2025-07-18 11:39:00.000000,UPI,dev_376_1,69.155.179.248,0,0,acc_376,2024-03-24 16:07:03.876083,480,11,4,0,2025-07-05 17:19:44.240169,1102755.759831,5.0,1631.72,326.344,0
tx_2685,acc_100,merch_52,225.56,2025-07-18 11:43:41.240169,mobile_app,dev_100_0,137.188.23.243,0,0,acc_100,2025-03-20 22:11:43.978709,119,11,4,1,2025-07-15 02:00:04.240169,294217.0,5.0,2958.9900000000002,591.798,0
tx_5918,acc_224,acc_148,66.61,2025-07-18 12:00:47.240169,ATM,dev_224_0,207.206.59.157,0,0,acc_224,2023-10-11 21:40:40.763649,645,12,4,1,2025-07-16 00:56:16.240169,212671.0,5.0,1837.64,367.528,0
tx_9872,acc_371,acc_485,382.98,2025-07-18 12:21:01.240169,API,dev_371_0,23.55.249.71,0,0,acc_371,2024-10-01 16:01:40.061732,289,12,4,1,2025-07-17 19:40:34.240169,60027.0,5.0,1619.8400000000001,323.968,0
tx_11520,acc_432,acc_321,639.63,2025-07-18 12:30:24.240169,internet,dev_432_0,137.131.141.243,0,0,acc_432,2024-08-05 11:24:04.490351,347,12,4,1,2025-07-09 04:14:43.240169,807341.0,5.0,1598.26,319.652,1
tx_5377,acc_203,acc_252,399.14,2025-07-18 12:52:04.240169,mobile_app,dev_203_1,207.88.87.7,0,0,acc_203,2024-05-28 19:23:35.183704,415,12,4,1,2025-07-16 10:19:28.240169,181956.0,3.0,1402.19,467.3966666666667,0
tx_348,acc_14,acc_385,389.01,2025-07-18 12:58:53.240169,mobile_app,dev_14_1,87.59.19.173,0,0,acc_14,2024-02-04 08:01:49.512027,530,12,4,1,2025-07-02 23:24:37.240169,1344856.0,4.0,1661.26,415.315,0
tx_11840,acc_444,merch_16,639.95,2025-07-18 13:05:35.240169,mobile_app,dev_444_0,221.101.179.153,0,0,acc_444,2023-12-26 19:28:10.158629,569,13,4,1,2025-07-18 01:19:23.240169,42372.0,5.0,1230.0,246.0,0
tx_11130,acc_417,acc_350,710.96,2025-07-18 13:08:56.240169,mobile_app,dev_417_0,71.105.25.191,0,0,acc_417,2025-04-14 12:26:56.905055,95,13,4,1,2025-07-17 13:08:31.240169,86425.0,5.0,2012.0800000000002,402.41600000000005,0
tx_1111,acc_42,acc_414,359.61,2025-07-18 13:15:17.240169,ATM,dev_42_0,76.42.64.43,0,0,acc_42,2024-06-12 10:05:44.850290,401,13,4,1,2025-07-16 23:48:27.240169,134810.0,5.0,1973.73,394.746,1
tx_140,acc_5,merch_72,652.15,2025-07-18 13:26:47.240169,internet,dev_5_0,61.4.172.164,0,0,acc_5,2023-11-23 08:56:51.152333,603,13,4,1,2025-07-10 08:12:16.240169,710071.0,4.0,1465.5,366.375,0
tx_5087,acc_192,acc_193,595.61,2025-07-18 13:30:00.240169,mobile_app,dev_192_0,119.231.131.140,0,0,acc_192,2025-02-18 21:09:46.757518,149,13,4,1,2025-07-18 00:21:49.240169,47291.0,5.0,2488.4,497.68,0
tx_5070,acc_192,acc_493,793.68,2025-07-18 13:51:35.240169,mobile_app,dev_192_0,119.231.131.140,0,0,acc_192,2025-02-18 21:09:46.757518,149,13,4,1,2025-07-18 13:30:00.240169,1295.0,5.0,2579.9,515.98,0
tx_6487,acc_245,merch_69,341.59,2025-07-18 13:53:02.240169,mobile_app,dev_245_1,199.119.228.4,0,0,acc_245,2024-11-06 08:45:10.161516,254,13,4,1,2025-07-18 01:40:49.240169,43933.0,5.0,1274.04,254.808,0
tx_4284,acc_162,acc_462,503.47,2025-07-18 13:59:54.240169,UPI,dev_162_0,87.80.174.122,0,0,acc_162,2024-01-25 22:11:32.103489,539,13,4,1,2025-07-15 02:41:47.240169,299887.0,5.0,2053.26,410.65200000000004,0
tx_8794,acc_331,acc_485,16.55,2025-07-18 14:18:41.240169,ATM,dev_331_1,109.140.26.173,0,0,acc_331,2025-01-17 20:22:48.581706,181,14,4,1,2025-07-18 10:24:47.240169,14034.0,5.0,1786.36,357.272,0
tx_2881,acc_108,merch_19,179.47,2025-07-18 14:24:09.240169,UPI,dev_108_0,42.28.69.204,0,0,acc_108,2024-09-12 04:38:55.097950,309,14,4,1,2025-07-18 01:43:28.240169,45641.0,5.0,1721.95,344.39,0
tx_10436,acc_391,merch_25,260.04,2025-07-18 14:37:17.240169,API,dev_391_0,123.85.140.240,0,0,acc_391,2024-01-04 09:47:41.544497,561,14,4,1,2025-07-17 08:39:52.240169,107845.0,5.0,1220.96,244.192,0
tx_11473,acc_430,merch_25,574.89,2025-07-18 14:56:42.240169,API,dev_430_0,31.158.179.171,0,0,acc_430,2025-05-31 11:46:47.585738,48,14,4,1,0,-1.0,1.0,574.89,574.89,0
tx_7882,acc_296,acc_290,191.38,2025-07-18 15:25:44.240169,API,dev_296_0,14.177.27.124,0,0,acc_296,2024-01-12 20:00:12.711436,552,15,4,1,2025-07-17 19:50:44.240169,70500.0,5.0,1833.0900000000001,366.61800000000005,0
tx_2038,acc_76,acc_339,93.59,2025-07-18 15:31:28.240169,API,dev_76_0,66.233.186.174,0,0,acc_76,2024-05-14 18:55:24.031600,429,15,4,1,2025-07-16 12:41:32.240169,182996.0,5.0,1131.57,226.314,0
tx_6447,acc_243,merch_2,645.96,2025-07-18 15:44:29.240169,API,dev_243_1,33.0.87.59,0,0,acc_243,2025-08-07 21:51:46.923946,-21,15,4,1,2025-07-14 08:56:00,370109.240169,5.0,1738.81,347.762,0
tx_2048,acc_76,merch_73,632.72,2025-07-18 16:04:28.240169,API,dev_76_0,66.233.186.174,0,0,acc_76,2024-05-14 18:55:24.031600,429,16,4,1,2025-07-18 15:31:28.240169,1980.0,5.0,1595.73,319.146,0
tx_6912,acc_261,merch_26,426.28,2025-07-18 16:08:40.240169,API,dev_261_1,81.149.90.45,0,0,acc_261,2025-01-04 02:08:30.843778,195,16,4,0,2025-07-13 09:36:16.240169,455544.0,5.0,2654.6,530.92,1
tx_9541,acc_358,merch_40,330.43,2025-07-18 16:17:55.240169,internet,dev_358_1,11.185.100.199,0,0,acc_358,2023-11-07 12:43:41.174062,619,16,4,1,2025-07-18 10:33:40.240169,20655.0,5.0,1485.56,297.11199999999997,1
tx_6848,acc_259,acc_326,293.09,2025-07-18 16:28:39.240169,ATM,dev_259_0,4.120.72.130,0,0,acc_259,2024-02-14 20:11:01.980385,519,16,4,1,2025-07-15 21:50:38.240169,239881.0,5.0,1295.5900000000001,259.11800000000005,0
tx_10971,acc_411,acc_136,58.8,2025-07-18 16:40:19.240169,UPI,dev_411_0,161.104.158.11,0,0,acc_411,2024-03-08 22:36:21.142485,496,16,4,1,2025-07-18 09:05:32.240169,27287.0,5.0,1660.83,332.166,1
tx_11417,acc_428,acc_274,746.08,2025-07-18 16:57:21.240169,internet,dev_428_0,131.192.220.205,0,0,acc_428,2025-02-07 12:52:42.669596,161,16,4,1,2025-07-18 10:55:25.240169,21716.0,5.0,2422.62,484.524,0
tx_6698,acc_252,merch_76,549.72,2025-07-18 17:04:59.240169,mobile_app,dev_252_0,26.167.164.196,0,0,acc_252,2023-11-10 08:58:44.655898,616,17,4,1,2025-07-16 19:02:38.240169,165741.0,5.0,2997.8500000000004,599.57,1
tx_5225,acc_197,merch_35,703.23,2025-07-18 17:08:07.240169,API,dev_197_0,137.222.81.161,0,0,acc_197,2024-04-04 19:37:34.190605,469,17,4,1,2025-07-14 18:38:41.240169,340166.0,5.0,1786.6100000000001,357.322,18
tx_1374,acc_53,acc_338,530.02,2025-07-18 17:28:33.240169,internet,dev_53_0,156.83.31.125,0,0,acc_53,2024-08-18 00:23:13.589262,334,17,4,1,2025-07-11 13:22:32.240169,619561.0,5.0,1799.1399999999999,359.828,1
tx_11655,acc_438,acc_258,57.69,2025-07-18 17:35:21.240169,ATM,dev_438_0,50.175.219.215,0,0,acc_438,2025-03-07 18:09:50.861809,132,17,4,1,2025-07-16 20:05:37.240169,163784.0,5.0,2025.8899999999999,405.178,1
tx_9441,acc_354,acc_472,589.85,2025-07-18 17:37:55.240169,internet,dev_354_0,139.15.69.248,0,0,acc_354,2023-12-01 17:52:00.198087,594,17,4,1,2025-07-13 10:28:34.240169,457761.0,3.0,1320.99,440.33,1
tx_1729,acc_65,acc_345,13.56,2025-07-18 17:42:40.240169,internet,dev_65_1,44.177.111.98,0,0,acc_65,2025-04-14 02:26:01.860994,95,17,4,1,2025-07-12 17:08:55.240169,520425.0,3.0,1236.71,412.2366666666667,0
tx_8511,acc_320,acc_217,60.54,2025-07-18 18:07:23.240169,API,dev_320_1,60.80.4.104,0,0,acc_320,2024-08-11 13:18:36.771944,341,18,4,1,2025-07-16 22:29:40.240169,157063.0,4.0,1670.0,417.5,1
tx_12005,acc_450,merch_55,182.75,2025-07-18 18:22:50.240169,UPI,dev_450_0,142.91.13.94,0,0,acc_450,2024-02-19 04:08:06.958272,515,18,4,1,2025-07-17 05:56:17.240169,131193.0,5.0,1961.08,392.216,0
tx_9866,acc_370,merch_48,618.33,2025-07-18 18:23:36.240169,API,dev_370_1,177.138.108.137,0,0,acc_370,2024-03-04 03:40:53.547185,501,18,4,1,2025-07-17 07:06:50.240169,127006.0,5.0,1481.25,296.25,1
tx_10082,acc_378,merch_13,421.12,2025-07-18 18:26:13.240169,ATM,dev_378_0,216.122.234.130,0,0,acc_378,2024-09-21 00:00:44.903116,300,18,4,1,2025-07-18 09:30:49.240169,32124.0,5.0,1655.33,331.066,0
tx_10822,acc_405,merch_38,360.63,2025-07-18 18:34:33.240169,UPI,dev_405_0,170.185.123.173,0,0,acc_405,2025-02-06 00:37:14.333905,162,18,4,1,2025-07-13 17:40:38.240169,435235.0,5.0,1930.27,386.054,0
tx_8784,acc_331,merch_17,201.18,2025-07-18 18:54:32.240169,UPI,dev_331_1,64.185.247.226,0,0,acc_331,2025-01-17 20:22:48.581706,181,18,4,1,2025-07-18 14:18:41.240169,16551.0,5.0,1226.59,245.31799999999998,0
tx_1947,acc_73,acc_369,265.25,2025-07-18 18:55:35.240169,ATM,dev_73_1,53.43.175.70,0,0,acc_73,2023-12-10 10:56:17.750101,586,18,4,1,0,-1.0,1.0,265.25,265.25,0
tx_5476,acc_208,acc_258,553.5,2025-07-18 19:01:37.240169,ATM,dev_208_0,98.79.14.104,0,0,acc_208,2025-04-08 08:09:47.764241,101,19,4,1,2025-07-17 21:19:03.240169,78154.0,5.0,1984.84,396.96799999999996,1
tx_10156,acc_381,acc_105,612.56,2025-07-18 19:13:07.240169,API,dev_381_0,88.198.88.166,0,0,acc_381,2025-04-24 09:18:24.767282,85,19,4,1,2025-07-16 07:35:57.240169,214630.0,5.0,1363.23,272.646,0
tx_10885,acc_407,acc_9,766.49,2025-07-18 19:42:17.240169,internet,dev_407_0,168.240.234.43,0,0,acc_407,2024-06-24 03:25:26.110331,389,19,4,1,2025-07-11 14:12:17.240169,624600.0,4.0,2172.71,543.1775,1
tx_5305,acc_201,merch_24,487.61,2025-07-18 19:47:19.240169,API,dev_201_0,41.49.222.41,0,0,acc_201,2025-02-13 15:12:38.996826,155,19,4,1,2025-07-18 05:14:14.240169,52385.0,5.0,2490.93,498.186,0
tx_7300,acc_275,merch_0,191.75,2025-07-18 20:23:03.240169,API,dev_275_0,50.173.160.135,0,0,acc_275,2024-06-16 04:24:25.631966,397,20,4,1,2025-07-07 11:52:05.240169,981058.0,5.0,1626.78,325.356,0
tx_13028,acc_489,merch_40,84.34,2025-07-18 20:38:27.240169,API,dev_489_0,129.49.18.20,0,0,acc_489,2023-11-13 10:32:08.794260,613,20,4,1,2025-07-17 18:30:56.240169,94051.0,5.0,1543.06,308.61199999999997,0
tx_8786,acc_331,acc_214,71.36,2025-07-18 20:47:49.240169,UPI,dev_331_0,109.140.26.173,0,0,acc_331,2025-01-17 20:22:48.581706,182,20,4,0,2025-07-18 18:54:32.240169,6797.0,5.0,1197.05,239.41,0
tx_7645,acc_287,merch_52,631.27,2025-07-18 20:57:15.240169,internet,dev_287_0,28.132.43.204,0,0,acc_287,2025-08-31 17:44:12.922338,-44,20,4,0,2025-07-16 23:26:08.240169,163867.0,5.0,2070.13,414.026,0
tx_916,acc_35,acc_237,512.9,2025-07-18 21:18:07.240169,ATM,dev_35_0,73.138.26.254,0,0,acc_35,2024-01-23 11:00:31.052765,542,21,4,1,2025-07-16 00:00:43.240169,249444.0,5.0,1735.4099999999999,347.082,0
tx_3918,acc_148,acc_130,472.51,2025-07-18 21:19:08.240169,ATM,dev_148_1,42.194.175.183,0,0,acc_148,2024-10-18 07:10:36.375262,273,21,4,1,2025-07-10 11:31:00,726488.240169,5.0,1881.04,376.20799999999997,0
tx_12764,acc_478,acc_102,211.89,2025-07-18 21:24:51.240169,mobile_app,dev_478_0,182.206.239.124,0,0,acc_478,2025-06-07 09:25:24.348745,41,21,4,1,2025-07-15 15:41:50.240169,279781.0,5.0,1761.1799999999998,352.236,0
tx_1523,acc_58,acc_496,413.05,2025-07-18 21:28:35.240169,mobile_app,dev_58_1,5.195.169.202,0,0,acc_58,2024-04-25 10:42:09.279401,449,21,4,1,2025-07-18 05:04:15.240169,59060.0,5.0,1185.75,237.15,0
tx_4095,acc_155,acc_100,232.76,2025-07-18 21:32:15.240169,internet,dev_155_0,50.26.237.175,0,0,acc_155,2025-08-31 09:57:53.439348,-44,21,4,1,2025-07-16 15:16:38.240169,195337.0,3.0,693.4300000000001,231.14333333333335,1
tx_7876,acc_296,acc_1,757.01,2025-07-18 21:46:20.240169,UPI,dev_296_1,14.177.27.124,0,0,acc_296,2024-01-12 20:00:12.711436,553,21,4,1,2025-07-18 15:25:44.240169,22836.0,5.0,1798.0299999999997,359.60599999999994,0
tx_5197,acc_196,acc_432,446.58,2025-07-18 21:50:59.240169,API,dev_196_0,210.134.5.53,0,0,acc_196,2024-06-04 06:59:15.616499,409,21,4,1,2025-07-17 03:50:54.240169,151205.0,5.0,2380.77,476.154,1
tx_5789,acc_219,merch_38,203.4,2025-07-18 22:03:08.240169,internet,dev_219_0,54.82.202.142,0,0,acc_219,2024-11-12 04:51:17.610414,248,22,4,0,2025-07-17 01:35:04.240169,160084.0,5.0,1346.6000000000001,269.32000000000005,1
tx_578,acc_23,acc_445,746.86,2025-07-18 22:15:40.240169,API,dev_23_1,64.241.202.234,0,0,acc_23,2025-06-03 20:00:29.183676,45,22,4,1,2025-07-15 17:37:12.240169,275908.0,5.0,1323.67,264.73400000000004,0
tx_9883,acc_371,merch_48,402.59,2025-07-18 22:17:10.240169,mobile_app,dev_371_0,23.55.249.71,0,0,acc_371,2024-10-01 16:01:40.061732,290,22,4,1,2025-07-18 12:21:01.240169,35769.0,5.0,1904.5600000000002,380.91200000000003,0
tx_8035,acc_302,acc_371,121.54,2025-07-18 22:25:45.240169,UPI,dev_302_0,92.63.89.156,0,0,acc_302,2025-04-05 05:23:53.412706,104,22,4,1,2025-07-16 04:14:12.240169,238293.0,3.0,1415.6000000000001,471.86666666666673,0
tx_7998,acc_300,acc_186,172.25,2025-07-18 22:28:50.240169,ATM,dev_300_0,49.151.48.178,0,0,acc_300,2024-09-17 14:21:05.828271,304,22,4,1,2025-07-14 17:09:11.240169,364779.0,5.0,2171.1000000000004,434.2200000000001,0
tx_8194,acc_308,acc_345,482.34,2025-07-18 22:37:04.240169,UPI,dev_308_0,175.36.64.74,0,0,acc_308,2025-07-29 20:28:06.867485,-11,22,4,1,2025-07-16 15:52:21.240169,197083.0,5.0,915.75,183.15,0
tx_4702,acc_177,merch_71,337.58,2025-07-18 22:44:40.240169,ATM,dev_177_0,175.183.140.53,0,0,acc_177,2024-01-06 17:23:16.757205,559,22,4,1,2025-07-17 22:16:41.240169,88079.0,5.0,1846.61,369.322,0
tx_7594,acc_285,acc_187,63.7,2025-07-18 22:54:17.240169,ATM,dev_285_0,4.174.11.2,0,0,acc_285,2024-10-22 02:04:19.954750,269,22,4,1,2025-07-18 08:21:59.240169,52338.0,5.0,1553.4299999999998,310.686,0
tx_1838,acc_69,merch_10,371.16,2025-07-18 23:00:01.240169,ATM,dev_69_1,47.182.49.91,0,0,acc_69,2024-12-11 16:59:34.290306,219,23,4,1,2025-07-18 05:57:37.240169,61344.0,5.0,1580.77,316.154,0
tx_3783,acc_142,acc_399,682.13,2025-07-18 23:14:52.240169,mobile_app,dev_142_0,91.131.180.122,0,0,acc_142,2024-09-05 11:16:53.274033,316,23,4,1,2025-07-16 23:02:55.240169,173517.0,5.0,2576.53,515.306,1
tx_437,acc_17,merch_65,455.93,2025-07-18 23:19:12.240169,UPI,dev_17_1,5.155.245.22,0,0,acc_17,2024-04-26 22:34:29.346810,448,23,4,1,2025-07-16 13:20:01.240169,208751.0,5.0,2297.94,459.588,0
tx_3122,acc_118,merch_33,256.07,2025-07-18 23:20:02.240169,mobile_app,dev_118_0,135.119.158.90,0,0,acc_118,2025-01-07 22:35:27.420603,192,23,4,1,2025-07-12 14:13:14.240169,551208.0,5.0,2161.11,432.22200000000004,1
tx_411,acc_16,acc_170,775.84,2025-07-18 23:22:36.240169,UPI,dev_16_0,138.145.112.170,0,0,acc_16,2025-05-20 21:09:40.483213,59,23,4,1,2025-07-17 05:18:55.240169,151421.0,5.0,2423.5,484.7,1
tx_6886,acc_260,merch_15,509.91,2025-07-18 23:22:50.240169,internet,dev_260_0,62.236.209.30,0,0,acc_260,2025-03-17 16:16:03.919756,123,23,4,1,2025-07-13 23:55:44.240169,430026.0,2.0,954.4300000000001,477.21500000000003,1
tx_7320,acc_276,merch_64,176.28,2025-07-18 23:26:09.240169,internet,dev_276_0,138.218.114.87,0,0,acc_276,2024-08-10 03:20:46.550790,342,23,4,1,2025-07-17 23:39:35.240169,85594.0,5.0,2493.1,498.62,1
tx_2412,acc_90,acc_175,419.82,2025-07-18 23:33:59.240169,ATM,dev_90_1,138.74.244.85,0,0,acc_90,2024-12-18 22:15:57.624468,212,23,4,1,2025-07-18 11:32:55.240169,43264.0,5.0,2102.35,420.46999999999997,1
tx_5310,acc_201,merch_12,121.05,2025-07-18 23:53:04.240169,API,dev_201_0,41.49.222.41,0,0,acc_201,2025-02-13 15:12:38.996826,155,23,4,1,2025-07-18 19:47:19.240169,14745.0,5.0,1967.5500000000002,393.51000000000005,0
tx_1648,acc_62,merch_59,666.88,2025-07-19 00:11:03.240169,internet,dev_62_0,113.25.15.147,0,0,acc_62,2024-09-07 17:08:34.019277,314,0,5,1,2025-07-17 19:47:43.240169,102200.0,4.0,1054.77,263.6925,0
tx_8561,acc_322,merch_20,50.72,2025-07-19 00:11:25.240169,ATM,dev_322_0,6.71.132.143,0,0,acc_322,2024-05-23 13:51:16.947784,421,0,5,1,2025-07-16 17:24:14.240169,197231.0,5.0,1134.0600000000002,226.81200000000004,0
tx_2280,acc_85,merch_12,271.0,2025-07-19 00:24:16.240169,ATM,dev_85_0,172.146.63.82,0,0,acc_85,2024-08-18 01:48:08.033185,334,0,5,1,2025-07-17 14:54:33.240169,120583.0,5.0,2331.64,466.328,0
tx_5876,acc_222,merch_72,756.61,2025-07-19 00:25:58.240169,internet,dev_222_0,143.80.101.191,0,0,acc_222,2024-03-03 04:00:48.613402,502,0,5,1,2025-07-16 13:53:16.240169,210762.0,5.0,1457.58,291.51599999999996,0
tx_10627,acc_398,acc_452,19.41,2025-07-19 00:36:33.240169,internet,dev_398_0,20.59.234.193,0,0,acc_398,2024-10-19 19:36:27.817018,272,0,5,1,2025-07-18 10:25:31.240169,51062.0,5.0,1932.39,386.478,0
tx_4861,acc_183,acc_459,484.23,2025-07-19 00:37:02.240169,internet,dev_183_0,34.181.242.104,0,0,acc_183,2024-05-11 06:37:20.458770,433,0,5,1,2025-07-13 15:03:04.240169,466438.0,5.0,3135.43,627.086,1
tx_8154,acc_307,acc_354,579.87,2025-07-19 00:38:14.240169,mobile_app,dev_307_1,134.24.43.74,0,0,acc_307,2024-05-14 22:42:05.793033,430,0,5,1,2025-07-15 06:21:42.240169,324992.0,5.0,2169.61,433.922,0
tx_5271,acc_200,acc_412,284.64,2025-07-19 01:10:10.240169,ATM,dev_200_0,147.85.130.143,0,0,acc_200,2024-12-07 05:54:43.816790,223,1,5,1,2025-07-16 23:14:14.240169,179756.0,5.0,1647.73,329.546,1
tx_3710,acc_139,acc_51,515.19,2025-07-19 01:16:19.240169,UPI,dev_139_0,132.116.22.108,0,0,acc_139,2025-07-23 19:00:59.276159,-5,1,5,1,2025-07-17 17:01:36.240169,116083.0,5.0,2150.1800000000003,430.03600000000006,0
tx_6684,acc_252,acc_190,64.24,2025-07-19 01:25:19.240169,ATM,dev_252_0,77.227.153.68,0,0,acc_252,2023-11-10 08:58:44.655898,616,1,5,1,2025-07-18 17:04:59.240169,30020.0,5.0,2503.01,500.60200000000003,1
tx_3521,acc_133,acc_168,455.9,2025-07-19 01:32:07.240169,internet,dev_133_1,70.46.28.145,0,0,acc_133,2025-01-14 04:02:38.911184,185,1,5,1,2025-07-14 16:06:12.240169,379555.0,5.0,1876.03,375.206,0
tx_9728,acc_366,acc_328,700.23,2025-07-19 01:35:39.240169,API,dev_366_0,206.218.199.90,0,0,acc_366,2025-01-13 00:16:37.270175,187,1,5,1,2025-07-15 16:32:52.240169,291767.0,5.0,2469.2200000000003,493.84400000000005,0
tx_6120,acc_230,acc_193,426.24,2025-07-19 01:35:39.240169,internet,dev_230_0,23.240.0.112,0,0,acc_230,2025-05-01 13:31:33.554745,78,1,5,1,2025-07-17 20:05:29.240169,106210.0,5.0,2952.3,590.46,1
tx_875,acc_34,merch_4,493.83,2025-07-19 01:38:55.240169,mobile_app,dev_34_0,184.97.240.3,0,0,acc_34,2024-10-09 07:15:52.158224,282,1,5,1,2025-07-17 02:43:47.240169,168908.0,5.0,1621.15,324.23,0
tx_9271,acc_348,merch_67,132.98,2025-07-19 01:39:09.240169,ATM,dev_348_0,141.194.230.138,0,0,acc_348,2023-12-21 14:40:57.244244,575,1,5,1,2025-07-15 06:07:50.240169,329479.0,5.0,1975.38,395.076,0
tx_7001,acc_264,merch_24,420.82,2025-07-19 01:43:38.240169,internet,dev_264_0,74.247.242.208,0,0,acc_264,2023-12-27 18:27:20.221193,569,1,5,1,2025-07-16 03:54:06.240169,251372.0,5.0,1145.29,229.058,0
tx_7139,acc_269,merch_55,624.76,2025-07-19 02:04:27.240169,mobile_app,dev_269_0,86.34.143.225,0,0,acc_269,2024-07-09 03:36:29.897925,374,2,5,1,2025-07-15 15:02:26.240169,298921.0,5.0,2150.01,430.00200000000007,0
tx_5234,acc_198,acc_287,170.85,2025-07-19 02:29:33.240169,UPI,dev_198_1,209.81.118.182,0,0,acc_198,2024-02-14 04:42:45.714654,520,2,5,1,2025-07-17 12:47:39.240169,135714.0,5.0,1312.5,262.5,0
tx_4881,acc_184,merch_65,694.63,2025-07-19 02:30:44.240169,ATM,dev_184_0,131.171.193.45,0,0,acc_184,2025-03-19 09:25:29.099226,121,2,5,1,2025-07-15 14:20:15.240169,303029.0,4.0,1778.86,444.715,0
tx_17,acc_0,acc_35,630.68,2025-07-19 02:41:23.240169,internet,dev_0_1,178.200.51.240,0,0,acc_0,2024-12-19 04:18:23.078918,211,2,5,1,2025-07-15 20:26:00.240169,281723.0,5.0,2431.84,486.36800000000005,2
tx_5621,acc_213,acc_161,168.38,2025-07-19 03:23:25.240169,internet,dev_213_0,129.180.150.68,0,0,acc_213,2025-05-14 16:32:52.170199,65,3,5,1,2025-07-14 21:01:01.240169,368544.0,5.0,1188.3,237.66,0
tx_1092,acc_41,acc_45,505.5,2025-07-19 03:30:11.240169,API,dev_41_0,203.97.250.205,0,0,acc_41,2025-07-24 04:34:26.289522,-6,3,5,1,2025-07-14 06:55:26.240169,419685.0,4.0,2057.89,514.4725,0
tx_11736,acc_440,acc_266,536.5,2025-07-19 03:31:03.240169,mobile_app,dev_440_0,61.64.61.225,0,0,acc_440,2023-12-13 04:45:19.761377,583,3,5,1,2025-07-17 02:30:08.240169,176455.0,5.0,1807.95,361.59000000000003,0
tx_4441,acc_167,acc_173,607.78,2025-07-19 03:37:52.240169,API,dev_167_1,200.227.93.238,0,0,acc_167,2024-04-09 08:36:23.000062,465,3,5,1,2025-07-16 10:10:19.240169,235653.0,5.0,1704.02,340.804,0
tx_3626,acc_136,acc_282,168.26,2025-07-19 03:39:12.240169,internet,dev_136_0,183.60.177.254,0,0,acc_136,2024-03-29 08:28:01.566837,476,3,5,1,2025-07-17 10:34:37.240169,147875.0,5.0,1141.63,228.32600000000002,1
